id,film_id,num_user,num_critic,imdb_score,num_votes,facebook_likes
165,2008,35,45,5.6,5674,329
166,4223,3,3,6.8,64,31
167,524,173,72,7.2,76842,4000
168,2650,101,37,3.0,8279,837
169,1486,318,129,6.7,90374,0
170,922,34,35,5.1,12942,902
171,691,460,122,8.0,163492,15000
172,2703,483,157,6.9,182757,19000
173,2747,113,63,4.2,15015,494
174,862,405,132,6.3,172217,0
175,4048,99,147,6.1,36029,14000
176,535,97,57,7.2,49007,0
177,954,64,53,5.2,63625,0
178,4448,2725,712,8.6,928227,349000
179,3082,1017,418,8.0,641997,13000
180,4917,29,39,4.7,4146,0
181,1547,2110,283,8.1,580999,33000
182,4363,15,30,4.3,2157,421
183,625,68,32,6.6,17124,949
184,972,243,73,6.8,220392,0
185,4224,2,11,5.1,322,81
186,2578,415,279,7.1,101221,0
187,4605,53,70,5.0,9418,0
188,4502,60,44,7.5,12672,0
189,2926,NA,NA,5.2,118,30
190,2528,76,58,5.7,28848,0
191,1399,61,52,5.6,3740,314
192,620,654,181,7.5,143835,14000
193,2336,148,47,7.0,4360,1000
194,2100,64,35,6.7,3222,352
195,4293,380,270,6.6,133177,24000
196,804,37,10,4.6,2129,138
197,1623,90,37,6.3,14656,0
198,3583,173,226,6.4,138661,0
199,3425,169,218,7.2,58967,10000
200,4850,1211,464,5.5,69757,62000
201,3295,17,56,7.2,9214,0
202,3516,752,445,6.8,202800,60000
203,1945,271,129,6.1,96693,0
204,4942,14,NA,5.9,954,57
205,3704,54,152,5.7,7625,0
206,811,144,52,6.8,22345,0
207,2569,382,31,6.7,12399,0
208,899,164,70,4.4,26051,0
209,18,133,51,8.0,17799,0
210,2328,814,237,5.2,88146,0
211,561,252,77,7.0,154199,0
212,912,395,114,6.3,144053,0
213,3457,283,377,7.4,141425,25000
214,3455,1140,669,8.0,551363,106000
215,4382,3,8,4.4,237,190
216,4147,384,415,7.3,150082,36000
217,3815,83,76,3.6,15866,0
218,1389,112,63,5.9,12519,853
219,3044,281,324,7.6,136673,10000
220,3384,10,4,5.2,1097,402
221,1403,237,87,5.3,80639,0
222,498,143,51,7.7,52846,0
223,1447,192,128,6.7,31169,812
224,1126,515,160,6.4,56741,1000
225,3146,492,270,5.9,78256,0
226,51,28,27,7.2,1756,169
227,6,71,36,6.3,4546,167
228,3187,19,37,7.2,1696,1000
229,3830,211,195,4.9,49312,0
230,1472,79,58,5.1,10777,671
231,3256,245,335,7.8,139114,15000
232,3616,636,479,8.0,503631,64000
233,4744,994,602,6.8,275868,85000
234,2582,150,144,6.3,12197,650
235,4388,13,18,7.1,2841,0
236,1713,795,194,6.2,162909,0
237,1917,155,128,6.4,25165,827
238,4263,122,238,6.5,64748,12000
239,4607,23,16,4.9,2706,549
240,4344,211,211,6.2,69355,10000
241,4064,166,234,5.1,20376,15000
242,2791,299,166,6.8,60156,0
243,1266,42,10,6.2,899,271
244,658,317,112,4.3,19331,949
245,4317,216,276,7.4,115813,22000
246,958,682,161,8.3,604904,31000
247,2594,27,99,7.4,6183,1000
248,1659,988,187,6.7,272223,14000
249,2468,409,168,6.4,35140,0
250,3156,245,195,6.2,40964,0
251,225,116,84,7.7,9513,0
252,1916,332,153,6.3,162331,0
253,3691,40,92,6.6,7390,0
254,3958,160,224,5.6,58366,10000
255,4215,420,319,7.6,203963,58000
256,289,284,201,7.2,91017,0
257,4589,252,349,7.1,86664,38000
258,314,48,34,6.6,16764,1000
259,4278,34,9,5.8,844,962
260,1009,742,173,7.7,343274,18000
261,4894,266,194,5.2,55617,14000
262,2757,118,190,6.7,24150,923
263,454,388,173,6.9,219171,19000
264,3886,127,178,5.2,44662,0
265,2730,192,172,7.7,99177,11000
266,2983,26,41,4.4,2458,211
267,592,249,60,5.7,43376,0
268,1725,120,92,7.7,19732,0
269,1307,514,162,8.0,128455,0
270,4937,6,NA,6.7,114,4
271,2996,215,50,6.5,17068,0
272,285,149,120,7.4,27629,2000
273,1692,91,40,6.6,29392,0
274,3426,388,333,6.8,87677,11000
275,3965,738,462,6.6,212204,24000
276,1166,57,28,7.2,5841,942
277,234,80,22,6.3,13587,729
278,1143,113,57,7.3,10499,0
279,519,227,88,5.1,29659,1000
280,3105,33,67,7.1,8087,1000
281,2146,31,12,5.7,3088,290
282,2052,62,52,2.7,3611,131
283,2978,66,83,6.5,11391,1000
284,1582,985,190,6.1,86890,0
285,2216,835,285,7.5,149966,0
286,3694,679,510,6.9,508818,46000
287,4477,397,351,6.4,216581,21000
288,4782,15,23,5.2,2032,620
289,4826,144,181,5.8,44296,12000
290,910,514,134,8.2,469561,21000
291,748,145,40,6.6,35314,0
292,4450,779,321,6.0,101178,90000
293,1241,198,59,6.2,33745,0
294,4816,114,130,5.6,36487,0
295,113,7,12,7.3,340,32
296,3020,9,11,4.3,1118,77
297,1215,147,59,5.7,14904,0
298,1046,216,61,5.8,24868,964
299,2214,5,10,6.0,369,12
300,4222,352,180,4.3,79146,25000
301,2801,257,186,5.4,115099,2000
302,754,14,10,6.4,438,20
303,1552,346,109,4.5,34435,886
304,287,426,96,8.4,168203,11000
305,4262,122,238,6.5,64747,12000
306,4169,142,231,7.1,49240,12000
307,1092,523,116,8.2,414976,21000
308,4729,351,421,8.3,161288,72000
309,859,185,62,6.9,63459,3000
310,2783,124,146,7.0,56654,0
311,2437,99,60,7.3,6261,0
312,2874,319,190,5.9,111087,0
313,2084,1390,248,5.5,138863,0
314,4531,436,292,7.2,229574,56000
315,826,184,83,7.1,54478,0
316,492,204,99,7.3,153468,0
317,4493,24,16,8.7,3144,0
318,4143,182,283,7.4,99430,43000
319,1569,69,27,4.9,3754,113
320,4737,17,18,3.4,838,728
321,4236,4,23,5.7,625,124
322,4226,629,384,7.3,447979,105000
323,666,223,57,6.9,181380,0
324,4201,313,535,7.4,96233,26000
325,3296,77,111,5.6,25344,0
326,1269,59,73,5.4,10100,153
327,2674,1033,285,5.6,115649,4000
328,4674,1,NA,8.2,108,232
329,2025,114,72,7.2,5709,754
330,3052,189,141,3.9,26624,0
331,1650,274,94,6.7,70292,8000
332,4905,29,72,7.3,2581,0
333,1355,188,100,5.1,12093,394
334,4087,1,13,6.7,37,38
335,3369,290,221,5.2,75345,0
336,4079,189,162,5.1,25484,13000
337,293,31,19,4.2,1040,425
338,2945,82,62,5.7,11285,509
339,273,494,151,8.3,235133,0
340,2453,1053,276,6.8,155745,10000
341,2264,186,89,7.0,58906,0
342,2584,97,105,6.5,13239,0
343,3747,142,152,6.3,89568,17000
344,4936,50,10,8.2,10388,0
345,3324,201,167,5.2,84209,0
346,1899,258,96,6.4,89128,0
347,991,53,43,6.6,6705,167
348,4696,174,260,7.0,87682,43000
349,279,319,125,7.9,142448,14000
350,2162,63,60,6.6,3291,400
351,2500,236,91,6.8,76467,0
352,1426,805,214,7.1,193962,5000
353,4888,117,122,6.3,12276,21000
354,1584,205,78,5.9,41664,0
355,3501,311,179,6.0,181443,12000
356,2200,433,209,7.7,110394,0
357,1179,132,105,6.9,12980,646
358,504,215,77,7.6,54042,0
359,2622,187,78,4.3,39471,0
360,4346,3,NA,6.9,44,224
361,547,35,11,5.5,7470,0
362,3450,20,34,5.9,3443,480
363,4053,141,232,6.2,78974,11000
364,3897,190,447,7.9,70382,33000
365,1310,3646,313,8.7,1217752,25000
366,3874,199,257,7.1,111003,22000
367,3200,435,298,6.7,207839,0
368,512,159,88,7.0,61396,11000
369,648,112,43,7.1,38949,0
370,148,137,101,6.2,7584,0
371,673,180,75,3.9,35018,716
372,1823,249,74,7.5,23486,0
373,2056,52,54,6.2,4257,188
374,945,277,93,5.8,62271,0
375,2728,81,46,7.4,14100,0
376,2552,86,78,6.8,11132,0
377,408,419,184,7.2,49672,3000
378,1639,481,127,6.5,43839,0
379,2984,359,111,1.9,74945,0
380,2962,32,25,6.0,3425,0
381,2672,352,251,6.5,61912,0
382,3750,233,84,1.6,74351,62000
383,4633,15,6,5.1,1091,0
384,4204,1187,608,7.2,557489,95000
385,3278,20,59,5.5,2541,342
386,3169,111,137,5.7,23767,845
387,595,115,31,6.8,55895,0
388,4854,13,1,8.2,374,0
389,495,281,142,6.5,62038,0
390,4768,345,298,6.8,62836,20000
391,645,495,131,8.3,277505,10000
392,1963,95,46,5.7,8215,371
393,4868,145,210,7.2,64322,24000
394,1316,253,85,4.6,13065,897
395,2921,308,300,7.5,120189,11000
396,4859,50,23,5.2,4510,0
397,3134,370,299,7.6,189812,15000
398,3977,154,211,6.9,119213,17000
399,3410,230,178,4.8,42182,0
400,4575,462,355,6.3,172707,37000
401,4239,511,525,6.4,175413,60000
402,840,77,31,6.1,9845,613
403,4132,9,16,5.3,502,207
404,1707,33,40,5.7,9693,530
405,4410,741,585,7.9,431620,77000
406,542,293,98,5.4,43743,0
407,4433,1,3,6.7,83,165
408,1567,131,85,6.3,22649,0
409,3895,82,20,3.1,2753,0
410,1454,101,91,6.3,5178,132
411,1741,276,181,7.1,71596,3000
412,698,78,22,5.9,33186,0
413,2413,75,55,6.0,5585,997
414,1237,122,77,6.3,8697,374
415,1198,133,42,4.6,6884,458
416,3316,21,14,5.3,4387,240
417,4815,4,5,4.0,146,244
418,1460,677,225,6.3,79877,0
419,1223,527,196,6.8,77493,6000
420,4615,410,44,8.4,62756,21000
421,1602,165,81,6.4,15053,393
422,612,31,10,6.7,15730,0
423,471,37,27,5.6,1768,208
424,4735,81,155,6.2,20186,0
425,1878,174,92,7.0,26434,0
426,4109,172,265,6.7,156898,22000
427,4751,23,95,5.0,3119,0
428,3262,301,230,6.4,100837,0
429,2002,158,39,6.3,12675,0
430,3483,302,213,5.7,63493,26000
431,1608,214,137,7.4,19397,0
432,1000,62,36,2.8,8687,0
433,797,173,60,5.2,24790,0
434,1977,297,133,4.6,46417,660
435,389,52,21,4.8,3334,739
436,4630,18,6,3.1,735,402
437,4926,150,226,4.8,34964,28000
438,1745,124,82,6.8,27052,0
439,881,309,104,8.0,72443,0
440,2608,149,98,5.3,44103,0
441,128,55,32,7.1,4998,785
442,4693,1290,644,7.0,418214,150000
443,2003,347,196,6.3,89816,0
444,4760,374,426,7.8,182983,99000
445,1920,286,131,6.5,49926,0
446,3693,64,49,3.3,9541,0
447,2213,13,15,7.2,131,30
448,1093,370,102,5.1,58402,0
449,1087,494,39,6.8,1024,140
450,4277,87,162,3.9,8511,0
451,439,34,16,5.9,7900,263
452,635,71,10,6.9,10410,892
453,1129,40,35,7.2,2412,539
454,2154,609,187,8.1,264533,12000
455,2982,168,160,7.2,127760,0
456,98,56,30,6.8,8508,328
457,2286,23,17,6.9,806,187
458,3110,4667,645,9.0,1676169,37000
459,720,140,47,4.4,17997,812
460,4616,1,9,4.3,569,114
461,4081,329,322,5.5,185394,65000
462,398,284,99,7.4,99557,21000
463,299,48,14,5.0,3904,495
464,2558,613,99,2.7,50415,806
465,4577,26,101,7.2,14437,0
466,62,596,153,8.7,229012,11000
467,2131,244,89,6.3,47800,0
468,968,462,140,7.5,239540,0
469,868,50,20,6.2,5668,491
470,4216,164,260,5.6,59248,48000
471,3452,39,17,7.1,5741,0
472,292,58,78,4.5,1905,249
473,4561,244,285,6.5,92364,15000
474,2001,83,82,7.2,10585,0
475,2054,255,151,6.7,82731,0
476,1353,148,100,5.1,66941,1000
477,3291,791,279,6.2,186879,0
478,2192,3,NA,6.1,156,22
479,1773,132,58,4.6,12263,564
480,3904,129,156,5.3,37156,0
481,3274,203,161,6.4,132048,12000
482,1468,85,57,3.6,15517,500
483,325,211,127,6.9,29932,0
484,298,294,177,7.6,133966,0
485,3268,304,84,8.1,155249,115000
486,2705,645,236,7.6,295375,15000
487,3207,39,79,6.4,11958,1000
488,3147,36,60,6.8,6723,1000
489,1936,117,75,5.6,11815,320
490,3627,89,102,5.8,11950,0
491,437,64,52,5.5,5187,902
492,1801,21,28,7.0,493,61
493,1992,122,60,6.4,4894,298
494,2065,28,44,7.5,1747,353
495,844,105,50,6.8,15088,824
496,4319,533,440,6.7,328067,68000
497,4284,105,224,6.2,29282,11000
498,2717,220,143,7.5,77656,0
499,2464,11,27,6.8,1227,62
500,1308,240,111,7.1,24412,944
501,2389,243,151,7.4,31130,0
502,1094,703,98,7.1,169023,10000
503,85,207,103,7.7,67822,0
504,4192,28,62,6.5,8227,0
505,2230,700,233,7.2,136048,0
506,663,72,19,6.1,37611,0
507,2306,2254,357,7.7,259837,13000
508,4547,275,276,7.4,136973,47000
509,4857,1,NA,7.2,178,0
510,15,204,145,7.7,133348,0
511,1186,106,55,5.9,11232,0
512,2042,786,202,5.8,141533,0
513,1034,218,130,7.1,67604,12000
514,1781,67,12,6.3,5182,912
515,3357,14,21,5.9,2280,448
516,3804,130,231,4.0,20823,0
517,3229,62,149,7.7,8429,0
518,3793,80,54,7.5,13003,10000
519,3991,3,4,4.8,243,223
520,486,418,123,7.9,219008,0
521,2173,11,25,7.2,772,83
522,3727,79,156,5.9,32399,0
523,3263,90,145,5.1,33042,0
524,818,174,74,7.5,26513,0
525,1441,734,212,5.5,98535,0
526,4872,156,263,6.7,31359,0
527,594,24,10,5.8,3013,344
528,3431,641,350,6.7,361924,0
529,3827,266,264,7.3,75306,48000
530,3495,84,101,3.8,12399,0
531,1068,98,73,5.3,74343,694
532,1125,274,108,6.0,81611,0
533,2661,188,132,6.2,20000,0
534,1255,549,140,7.4,100743,0
535,155,36,13,6.9,2603,608
536,850,224,85,7.8,30618,0
537,2601,646,230,7.6,273108,0
538,775,76,45,6.6,9105,0
539,399,692,204,8.1,600266,13000
540,3445,8,35,5.8,463,594
541,2397,70,110,7.8,9037,0
542,3594,22,42,3.9,1328,0
543,1264,602,150,7.0,203269,11000
544,80,167,100,8.0,62860,0
545,3478,250,298,5.6,40776,10000
546,3834,226,174,5.8,30511,0
547,3615,176,225,6.1,28483,0
548,2803,12,35,6.2,1656,155
549,987,488,195,6.1,124941,0
550,4429,1097,653,8.1,682155,96000
551,4953,NA,NA,7.2,18,0
552,3159,365,275,7.2,198111,14000
553,342,87,44,6.2,15345,0
554,4506,154,175,5.5,54501,16000
555,929,470,156,7.7,224671,11000
556,2848,88,100,6.3,21379,0
557,2332,108,26,4.9,5018,473
558,2878,32,85,7.3,7148,773
559,2655,48,69,7.1,3675,426
560,2994,35,14,3.8,9560,636
561,964,15,5,5.4,405,97
562,3514,2803,642,8.8,1468200,175000
563,460,118,95,6.0,15956,1000
564,3922,175,286,6.4,24668,0
565,2016,192,165,6.2,81444,955
566,3144,125,124,4.9,16582,0
567,3805,412,382,7.5,338635,39000
568,1169,151,81,7.0,12366,507
569,1566,651,187,7.3,65201,0
570,4028,48,82,5.7,5161,0
571,2359,576,228,5.3,94456,0
572,4281,195,257,7.3,150618,28000
573,487,219,114,7.4,119150,0
574,3205,10,8,4.0,551,303
575,1367,136,59,6.6,4662,170
576,2403,32,30,6.0,3322,265
577,871,118,53,6.4,63839,0
578,3761,124,134,6.8,52972,21000
579,816,88,44,5.5,23579,0
580,2024,288,160,6.8,35065,0
581,2633,229,190,6.6,71137,0
582,2481,316,156,6.6,69172,0
583,2108,129,65,6.1,30092,0
584,2048,132,98,5.2,29861,505
585,4342,43,69,6.7,12817,0
586,2849,47,15,7.3,13577,341
587,1037,181,63,5.8,27675,0
588,3802,518,420,6.2,104119,26000
589,3204,115,217,7.1,45992,7000
590,3365,1,NA,6.2,62,54
591,4250,12,72,6.1,1658,543
592,3271,140,131,4.2,31760,0
593,1208,194,42,6.8,30682,0
594,3995,250,223,7.2,213898,36000
595,1637,53,51,5.4,7392,393
596,3928,86,162,6.3,32512,0
597,2273,124,88,7.1,11798,2000
598,4141,258,231,6.2,67796,14000
599,694,59,19,7.2,13442,0
600,54,107,44,6.7,9456,625
601,4205,205,338,6.3,106416,22000
602,1598,548,163,6.2,131801,0
603,3395,23,66,6.2,1268,195
604,3232,279,310,7.7,143121,10000
605,4490,NA,NA,7.0,8,65
606,766,202,93,7.2,138707,0
607,3184,249,240,6.8,72809,0
608,884,286,143,7.6,97838,3000
609,3142,75,147,7.0,27266,0
610,2291,161,112,6.6,58297,0
611,988,155,37,6.7,19126,0
612,1583,118,66,6.0,23943,425
613,767,346,148,7.6,299258,0
614,1700,564,119,7.0,187181,0
615,2988,321,293,7.5,99236,0
616,3477,264,190,5.9,80338,0
617,4708,188,181,5.5,47320,12000
618,2442,307,209,7.5,98160,0
619,1336,648,85,4.8,129601,0
620,2799,399,222,7.1,142496,0
621,2124,182,96,7.8,18940,2000
622,3559,419,217,5.9,141179,9000
623,4545,608,454,8.1,467613,165000
624,3562,619,351,6.4,171418,17000
625,1628,497,103,6.4,93367,0
626,402,94,55,7.4,29610,0
627,57,88,67,6.7,4812,465
628,742,4144,199,9.3,1689764,108000
629,2914,29,18,5.9,1573,285
630,2662,614,210,6.2,142115,0
631,351,178,57,6.0,23351,0
632,4089,248,285,6.2,104005,18000
633,2484,78,64,6.7,5321,356
634,4304,711,450,6.5,181792,48000
635,3829,149,215,6.4,136680,13000
636,1003,39,42,5.8,16222,0
637,2296,152,107,7.0,24033,0
638,91,50,15,6.8,4550,419
639,607,209,82,7.2,68159,0
640,936,500,147,7.3,114070,0
641,2256,1111,177,7.9,396396,57000
642,2376,336,223,7.6,175962,0
643,282,335,212,6.8,46493,7000
644,2755,46,8,7.0,3262,377
645,1370,690,177,8.0,79330,0
646,867,378,154,7.1,300542,0
647,3257,112,248,7.3,47385,0
648,4393,13,9,4.8,455,570
649,4706,275,308,6.4,142403,70000
650,2492,63,100,5.7,7833,215
651,946,131,104,7.4,35586,0
652,2641,15,14,5.8,1010,104
653,1834,390,163,7.1,67949,15000
654,2159,789,225,7.1,387632,0
655,2034,466,149,5.4,77029,0
656,4643,362,437,7.7,146708,70000
657,2010,157,33,6.8,17725,1000
658,3660,100,143,4.6,16385,0
659,2271,207,86,4.0,23747,0
660,3193,137,138,5.9,30836,7000
661,1520,40,9,6.7,1489,133
662,1372,73,39,7.3,4359,495
663,361,182,112,7.2,44804,0
664,586,72,40,5.5,28736,0
665,448,219,106,7.3,61621,0
666,1464,370,136,7.0,20449,1000
667,4128,2,17,7.1,330,231
668,4544,2,7,7.4,66,83
669,1082,51,29,5.5,5427,0
670,4611,2,5,7.0,123,215
671,2238,1100,185,7.7,357579,15000
672,4184,21,15,6.1,2561,0
673,753,203,63,6.8,172405,0
674,3560,374,365,5.5,72552,13000
675,1386,284,102,5.1,27305,604
676,668,55,25,5.5,17074,466
677,1062,106,37,6.0,11729,645
678,3394,12,34,6.5,1119,797
679,1803,277,114,6.7,26773,0
680,2877,338,198,7.2,256213,0
681,1675,1109,239,7.6,268581,20000
682,3915,70,133,5.5,17169,9000
683,3201,110,107,5.7,26236,0
684,46,90,55,7.4,11920,721
685,2366,208,120,5.8,63599,0
686,3582,131,180,6.4,101730,0
687,129,109,26,7.0,25472,0
688,4140,25,65,5.0,7894,0
689,3555,64,25,5.5,9280,0
690,3344,60,116,6.4,13371,0
691,116,72,25,7.0,6804,805
692,3661,136,91,5.8,41273,0
693,1866,298,107,6.5,37952,938
694,3964,448,387,7.0,226583,38000
695,2741,155,87,7.7,11283,0
696,872,158,79,6.6,98989,1000
697,1498,379,134,5.9,49536,0
698,2864,108,133,6.2,8824,559
699,459,95,50,6.4,84824,0
700,4039,1225,599,7.0,451803,56000
701,4400,33,54,6.4,6069,0
702,3527,181,134,6.4,71276,13000
703,4023,1498,750,7.8,522048,80000
704,41,23,9,6.2,989,44
705,697,242,61,6.9,216486,0
706,4787,360,249,6.4,138246,24000
707,4451,631,533,6.9,112899,45000
708,4825,131,218,6.4,21352,30000
709,3481,264,262,7.1,276746,19000
710,1249,25,20,6.7,1238,117
711,1357,457,160,4.0,28964,949
712,3286,215,66,7.0,18486,11000
713,4777,116,117,7.1,50041,23000
714,3162,156,231,8.0,46107,0
715,110,67,53,6.8,5294,251
716,2018,17,15,7.2,3290,387
717,4067,405,546,7.1,105144,27000
718,3471,207,247,6.3,127571,0
719,3889,11,58,6.3,5525,853
720,2807,125,88,5.9,20539,681
721,2623,72,68,7.0,7308,933
722,3067,119,158,6.8,18561,0
723,3047,100,80,5.9,36983,0
724,239,265,75,5.7,51314,0
725,4310,119,186,7.1,27882,18000
726,2692,1966,294,6.6,314253,0
727,30,27,9,7.0,1553,116
728,3717,8,8,5.9,266,348
729,429,86,64,6.8,14870,0
730,440,165,63,6.9,49349,0
731,307,21,2,5.2,892,106
732,4385,112,177,5.7,32103,0
733,1013,287,124,7.5,46396,0
734,3211,31,33,6.3,1388,479
735,2189,310,232,6.5,47097,0
736,1681,213,104,6.1,23728,813
737,1196,358,140,6.4,56874,0
738,2026,394,89,6.6,93494,0
739,2353,450,180,5.9,70205,0
740,2629,236,111,6.2,28005,0
741,4406,285,218,5.7,97045,55000
742,1122,132,56,7.2,8224,0
743,1219,195,115,6.1,35599,641
744,4618,207,261,5.4,38983,11000
745,464,37,57,5.9,1324,241
746,670,261,68,7.7,178731,0
747,127,186,107,5.9,24436,0
748,3206,212,280,6.7,64944,6000
749,444,89,48,7.5,15175,1000
750,4370,64,8,6.0,7870,884
751,45,69,40,7.2,7346,624
752,3088,277,173,6.9,212499,0
753,354,9,4,6.1,487,7
754,4963,44,14,6.7,12854,0
755,3593,203,238,6.8,61787,19000
756,1530,159,111,6.1,21530,618
757,2561,114,31,2.8,3851,346
758,1884,32,17,6.1,2004,183
759,4699,1588,739,8.1,552503,191000
760,605,983,210,8.5,744891,13000
761,4912,73,253,7.0,9866,0
762,989,119,76,7.0,96385,0
763,4286,3,8,7.5,2488,282
764,4266,235,469,6.8,84620,27000
765,516,333,172,7.3,73501,27000
766,4312,59,125,5.4,27257,0
767,3600,97,148,5.3,40654,0
768,1620,79,46,4.1,3662,0
769,2123,207,99,7.7,39929,0
770,1514,386,174,6.8,79186,0
771,274,70,32,4.7,2933,328
